Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
short,2021-10-15 06:35:00+00:00,1.1608,2021-10-15 15:55:00+00:00,1.15924,0.0013600000000000057
buy,2021-10-15 16:00:00+00:00,1.15924,2021-10-15 17:55:00+00:00,1.16097,0.0015300000000000092
buy,2021-10-18 04:00:00+00:00,1.15844,2021-10-18 15:05:00+00:00,1.16029,0.0016500000000001297
short,2021-10-19 03:45:00+00:00,1.16195,2021-10-19 04:55:00+00:00,1.16366,-0.0019099999999998784
short,2021-10-19 05:00:00+00:00,1.16343,2021-10-19 07:15:00+00:00,1.16509,-0.001859999999999995
short,2021-10-19 07:40:00+00:00,1.16535,2021-10-19 16:05:00+00:00,1.1646,0.0005500000000000283
buy,2021-10-20 00:40:00+00:00,1.16329,2021-10-20 07:30:00+00:00,1.1649,0.0014100000000001113
buy,2021-10-20 09:40:00+00:00,1.16399,2021-10-20 10:35:00+00:00,1.16216,-0.0020299999999999984
buy,2021-10-20 11:00:00+00:00,1.16247,2021-10-20 15:50:00+00:00,1.16406,0.0013900000000002023
buy,2021-10-21 08:15:00+00:00,1.16529,2021-10-21 11:10:00+00:00,1.16351,-0.001979999999999893
short,2021-10-22 10:55:00+00:00,1.1642,2021-10-22 15:20:00+00:00,1.16253,0.0014699999999998382
buy,2021-10-22 20:25:00+00:00,1.16264,2021-10-22 22:40:00+00:00,1.16417,0.0013300000000000312
short,2021-10-25 07:20:00+00:00,1.1661,2021-10-25 10:00:00+00:00,1.16446,0.0014399999999998637
buy,2021-10-25 10:15:00+00:00,1.16444,2021-10-25 10:45:00+00:00,1.16632,0.0016800000000001042
buy,2021-10-25 13:35:00+00:00,1.16204,2021-10-25 14:50:00+00:00,1.16046,-0.0017799999999999153
buy,2021-10-26 01:55:00+00:00,1.16081,2021-10-26 14:05:00+00:00,1.16236,0.0013500000000001618
buy,2021-10-26 18:55:00+00:00,1.15878,2021-10-27 04:05:00+00:00,1.16042,0.0014400000000000853
short,2021-10-27 15:55:00+00:00,1.16182,2021-10-27 18:00:00+00:00,1.15973,0.0018900000000001468
buy,2021-10-27 18:45:00+00:00,1.15928,2021-10-27 20:00:00+00:00,1.16086,0.0013799999999999143
buy,2021-10-28 03:00:00+00:00,1.15987,2021-10-28 05:35:00+00:00,1.16045,0.0003800000000000244
