Trade Type,Trade Open Time,Trade Open Price,Trade Close Time,Trade Close Price,Trade P/L
buy,2021-10-14 18:05:00+00:00,1.15909,2021-10-14 18:12:00+00:00,1.15879,-0.0004999999999999669
buy,2021-10-14 18:40:00+00:00,1.15864,2021-10-14 19:08:00+00:00,1.15921,0.0003700000000001815
buy,2021-10-14 19:15:00+00:00,1.15934,2021-10-14 19:26:00+00:00,1.1592,-0.00034000000000002897
buy,2021-10-14 19:46:00+00:00,1.15887,2021-10-14 19:48:00+00:00,1.15876,-0.0003100000000000545
buy,2021-10-14 19:57:00+00:00,1.15875,2021-10-14 20:03:00+00:00,1.15862,-0.00032999999999996357
buy,2021-10-14 20:10:00+00:00,1.15874,2021-10-14 20:34:00+00:00,1.15888,-6.0000000000193145e-05
buy,2021-10-14 20:44:00+00:00,1.15888,2021-10-14 20:56:00+00:00,1.159,-7.999999999988008e-05
buy,2021-10-14 21:00:00+00:00,1.15908,2021-10-14 21:07:00+00:00,1.15899,-0.0002900000000001456
buy,2021-10-14 21:16:00+00:00,1.15912,2021-10-14 21:31:00+00:00,1.15919,-0.0001299999999999856
buy,2021-10-14 21:37:00+00:00,1.15926,2021-10-14 22:02:00+00:00,1.15985,0.00039000000000009036
buy,2021-10-14 22:10:00+00:00,1.15981,2021-10-14 22:20:00+00:00,1.15971,-0.0002999999999999891
buy,2021-10-14 22:35:00+00:00,1.15965,2021-10-14 22:51:00+00:00,1.16005,0.00019999999999995586
buy,2021-10-14 23:20:00+00:00,1.15965,2021-10-14 23:29:00+00:00,1.1598,-5.000000000012763e-05
buy,2021-10-14 23:44:00+00:00,1.15971,2021-10-14 23:49:00+00:00,1.1597,-0.0002100000000000656
buy,2021-10-15 00:23:00+00:00,1.15985,2021-10-15 00:44:00+00:00,1.15973,-0.0003200000000001201
buy,2021-10-15 01:00:00+00:00,1.15992,2021-10-15 01:06:00+00:00,1.15974,-0.0003800000000000691
buy,2021-10-15 01:16:00+00:00,1.15985,2021-10-15 01:26:00+00:00,1.15976,-0.0002900000000001456
buy,2021-10-15 01:29:00+00:00,1.15985,2021-10-15 01:31:00+00:00,1.15987,-0.0001800000000000911
buy,2021-10-15 01:42:00+00:00,1.15976,2021-10-15 02:00:00+00:00,1.15979,-0.00016999999999980355
buy,2021-10-15 02:04:00+00:00,1.15977,2021-10-15 02:08:00+00:00,1.15975,-0.00021999999999990907
buy,2021-10-15 02:26:00+00:00,1.15958,2021-10-15 02:33:00+00:00,1.15948,-0.0002999999999999891
buy,2021-10-15 02:55:00+00:00,1.15916,2021-10-15 02:59:00+00:00,1.15909,-0.0002700000000000146
buy,2021-10-15 03:04:00+00:00,1.15917,2021-10-15 03:18:00+00:00,1.15919,-0.0001800000000000911
buy,2021-10-15 03:29:00+00:00,1.159,2021-10-15 03:36:00+00:00,1.15891,-0.00028999999999992313
buy,2021-10-15 03:40:00+00:00,1.15902,2021-10-15 03:58:00+00:00,1.15933,0.00011000000000003281
buy,2021-10-15 04:02:00+00:00,1.15943,2021-10-15 04:40:00+00:00,1.16006,0.00043000000000013036
buy,2021-10-15 04:44:00+00:00,1.16014,2021-10-15 04:47:00+00:00,1.16002,-0.00031999999999989806
buy,2021-10-15 04:55:00+00:00,1.1599,2021-10-15 05:02:00+00:00,1.1599,-0.00019999999999999966
buy,2021-10-15 05:11:00+00:00,1.15995,2021-10-15 05:38:00+00:00,1.16054,0.0003899999999998683
buy,2021-10-15 05:40:00+00:00,1.16057,2021-10-15 05:47:00+00:00,1.16062,-0.00015000000000011662
buy,2021-10-15 05:54:00+00:00,1.16061,2021-10-15 06:11:00+00:00,1.16102,0.00021000000000002137
buy,2021-10-15 06:37:00+00:00,1.16087,2021-10-15 06:46:00+00:00,1.16083,-0.0002400000000000401
buy,2021-10-15 07:12:00+00:00,1.16079,2021-10-15 07:15:00+00:00,1.16074,-0.00024999999999988313
buy,2021-10-15 07:16:00+00:00,1.16076,2021-10-15 07:26:00+00:00,1.16085,-0.00011000000000007618
buy,2021-10-15 07:29:00+00:00,1.16085,2021-10-15 07:38:00+00:00,1.16096,-8.999999999994516e-05
buy,2021-10-15 07:59:00+00:00,1.16081,2021-10-15 08:01:00+00:00,1.16079,-0.00021999999999990864
buy,2021-10-15 08:12:00+00:00,1.16082,2021-10-15 08:19:00+00:00,1.16081,-0.00021000000000006517
buy,2021-10-15 08:26:00+00:00,1.1608,2021-10-15 08:30:00+00:00,1.16072,-0.00028000000000007966
buy,2021-10-15 08:47:00+00:00,1.1607,2021-10-15 08:52:00+00:00,1.16066,-0.00024000000000003966
buy,2021-10-15 09:01:00+00:00,1.16045,2021-10-15 09:10:00+00:00,1.16059,-5.999999999997067e-05
buy,2021-10-15 09:13:00+00:00,1.16053,2021-10-15 09:22:00+00:00,1.16076,2.9999999999952807e-05
buy,2021-10-15 09:35:00+00:00,1.16077,2021-10-15 09:38:00+00:00,1.1607,-0.00027000000000001415
buy,2021-10-15 09:40:00+00:00,1.16062,2021-10-15 09:58:00+00:00,1.16116,0.0003399999999999853
buy,2021-10-15 09:59:00+00:00,1.16132,2021-10-15 10:08:00+00:00,1.16137,-0.00014999999999989414
buy,2021-10-15 10:13:00+00:00,1.1614,2021-10-15 10:18:00+00:00,1.16127,-0.00032999999999996314
buy,2021-10-15 10:28:00+00:00,1.16112,2021-10-15 10:40:00+00:00,1.16119,-0.00012999999999998516
buy,2021-10-15 10:52:00+00:00,1.16086,2021-10-15 11:13:00+00:00,1.16171,0.0006500000000000178
buy,2021-10-15 11:27:00+00:00,1.1614,2021-10-15 11:49:00+00:00,1.16063,-0.0009699999999999371
buy,2021-10-15 12:00:00+00:00,1.16034,2021-10-15 12:23:00+00:00,1.1606,6.0000000000149344e-05
short,2021-10-15 12:24:00+00:00,1.16057,2021-10-15 12:47:00+00:00,1.15991,0.0004600000000001053
short,2021-10-15 13:00:00+00:00,1.16033,2021-10-15 13:06:00+00:00,1.16035,-0.00021999999999990864
short,2021-10-15 13:15:00+00:00,1.16073,2021-10-15 13:17:00+00:00,1.16064,-0.00010999999999985414
